"subject","item","target_response","sentence_type","seen_in_training","data_source","mask_added_tokens","stop_at","response","log.RT","correct","voice","model_id","linear","mean_cossim_to_targets","f.score.pre.training","seen_in_training.n","target_response.n","data_source.n","voice.n","linear.n","RT"
"295","27","Subject target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","28","Subject target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","29","Subject target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","30","Subject target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","31","Subject target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,0.5,-0.5,-0.5,0.5,0.5,NA
"295","32","Subject target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,0.5,-0.5,-0.5,0.5,0.5,NA
"295","33","Subject target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,0.5,-0.5,-0.5,0.5,0.5,NA
"295","34","Subject target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,0.5,-0.5,-0.5,0.5,0.5,NA
"295","35","Subject target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,0.5,-0.5,-0.5,0.5,0.5,NA
"295","36","Subject target","perfect passive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","37","Subject target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","38","Subject target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","39","Subject target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","40","Subject target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,0.5,-0.5,-0.5,-0.5,0.5,NA
"295","41","Subject target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","42","Subject target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","43","Subject target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","44","Subject target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","45","Subject target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","46","Subject target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","47","Subject target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","48","Subject target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","49","Subject target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","50","Subject target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","51","Subject target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","52","Subject target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","53","Subject target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","54","Subject target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","55","Subject target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.479338842975207,-0.5,-0.5,-0.5,0.5,0.5,NA
"295","56","Subject target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","57","Subject target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","58","Subject target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","59","Subject target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","60","Subject target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.0704225352112676,-0.5,-0.5,-0.5,-0.5,0.5,NA
"295","61","Object target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","62","Object target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","63","Object target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","64","Object target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","65","Object target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","66","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","67","Object target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","68","Object target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","69","Object target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","70","Object target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","71","Object target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","72","Object target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","73","Object target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","74","Object target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","75","Object target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","76","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","77","Object target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","78","Object target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","79","Object target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","80","Object target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","81","Object target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","82","Object target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","83","Object target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","84","Object target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","85","Object target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","86","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","87","Object target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","88","Object target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","89","Object target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","90","Object target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","91","Object target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","92","Object target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","93","Object target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","94","Object target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","95","Object target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,0.5,0.5,-0.5,0.5,0.5,NA
"295","96","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","97","Object target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","98","Object target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","99","Object target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","100","Object target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,0.5,0.5,-0.5,-0.5,0.5,NA
"295","101","Object target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","102","Object target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","103","Object target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","104","Object target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","105","Object target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","106","Object target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","107","Object target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","108","Object target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","109","Object target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","110","Object target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","111","Object target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","112","Object target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","113","Object target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","114","Object target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","115","Object target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.602150537634409,-0.5,0.5,-0.5,0.5,0.5,NA
"295","116","Object target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","117","Object target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","118","Object target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","119","Object target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"295","120","Object target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-04_22-46-56.240364-b","Non-linear",0.0336079731997516,0.641744548286604,-0.5,0.5,-0.5,-0.5,0.5,NA
"296","1","Subject target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","2","Subject target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","3","Subject target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","4","Subject target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","5","Subject target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","6","Subject target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.0946745562130177,0.5,-0.5,-0.5,-0.5,0.5,NA
"296","7","Subject target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.0946745562130177,0.5,-0.5,-0.5,-0.5,0.5,NA
"296","8","Subject target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.0946745562130177,0.5,-0.5,-0.5,-0.5,0.5,NA
"296","9","Subject target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.0946745562130177,0.5,-0.5,-0.5,-0.5,0.5,NA
"296","10","Subject target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.0946745562130177,0.5,-0.5,-0.5,-0.5,0.5,NA
"296","11","Subject target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","12","Subject target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","13","Subject target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","14","Subject target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","15","Subject target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.342657342657343,0.5,-0.5,-0.5,0.5,0.5,NA
"296","16","Subject target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-04_22-46-56.258316-b","Non-linear",0.00786960549238653,0.0946745562130177,0.5,-0.5,-0.5,-0.5,0.5,NA
