"subject","item","target_response","sentence_type","seen_in_training","data_source","mask_added_tokens","stop_at","response","log.RT","correct","voice","model_id","linear","mean_cossim_to_targets","f.score.pre.training","seen_in_training.n","target_response.n","data_source.n","voice.n","linear.n","RT"
"36","109","Object target","neg perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.33854487998858,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,-0.5,0.5,4182
"36","99","Object target","neg perfect passive","Seen","human","Don't mask blork","convergence","[obj]",7.85360481309784,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,2575
"36","74","Object target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.47093980689877,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,4774
"36","45","Subject target","cleft subject raising perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.5356223268846,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,0.5,0.5,5093
"36","1","Subject target","perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",7.99900721324395,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,0.5,0.5,2978
"36","58","Subject target","cleft subject perfect passive","Unseen","human","Don't mask blork","convergence","[subj]",7.90691548867859,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,-0.5,0.5,2716
"36","63","Object target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.08548677210285,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,3247
"36","38","Subject target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.9000036089596,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,7332
"36","40","Subject target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.9366926884882,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,7605.99999999999
"36","44","Subject target","neg perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.68693596600333,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,0.5,0.5,5925
"36","82","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.24485939591126,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,3808
"36","62","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",7.9035962896143,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,2707
"36","26","Subject target","perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.08825472712243,FALSE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,3256
"36","85","Object target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.00869818298853,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,3007
"36","28","Subject target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.95338147216724,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,7734
"36","84","Object target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.86531163267185,FALSE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,7082
"36","96","Object target","perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.32142158689788,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,4111
"36","19","Subject target","neg perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.08764028777898,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,3254
"36","114","Object target","neg perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",9.03276752220443,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,0.5,0.5,8373
"36","5","Subject target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.56864647300515,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,0.5,0.5,5264
"36","50","Subject target","cleft subject raising perfect passive","Unseen","human","Don't mask blork","convergence","[subj]",8.7684187268574,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,-0.5,0.5,6428
"36","69","Object target","neg perfect passive","Seen","human","Don't mask blork","convergence","[obj]",10.8595757542844,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,52030
"36","8","Subject target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.0702808933939,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,3198
"36","77","Object target","raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",9.57442777563037,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,14392
"36","72","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.75131624677346,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,6319
"36","30","Subject target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.48632152774915,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,4848
"36","41","Subject target","perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.25244609024695,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,0.5,0.5,3837
"36","112","Object target","raising perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.44440742169058,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,0.5,0.5,4649
"36","108","Object target","cleft subject perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.13534694890671,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,-0.5,0.5,3413
"36","37","Subject target","raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.33973976601914,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,4187
"36","59","Subject target","neg perfect passive","Unseen","human","Don't mask blork","convergence","[subj]",8.42244285487043,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,-0.5,0.5,4548
"36","104","Object target","neg perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.16394095475501,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,0.5,0.5,3512
"36","88","Object target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.68996933536666,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,5943
"36","78","Object target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.0861025356691,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,3249
"36","42","Subject target","raising perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.57659353469768,FALSE,"SVO active",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,0.5,0.5,5306
"36","10","Subject target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.10621290261996,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,3315
"36","81","Object target","perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",9.56962191577987,FALSE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,14323
"36","2","Subject target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.2684753889826,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,0.5,0.5,3899
"36","92","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",7.96102146588337,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,2867
"36","111","Object target","perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.2630748358026,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,0.5,0.5,3878
"36","39","Subject target","neg perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.74049672993181,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,6251
"36","43","Subject target","cleft subject perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",9.1649245084457,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,0.5,0.5,9556.00000000001
"36","89","Object target","neg perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.10228362448007,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,3302
"36","107","Object target","raising perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.57206009285708,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,-0.5,0.5,5282
"36","70","Object target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.46168048148598,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,4730
"36","94","Object target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",10.6765543562719,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,43328
"36","83","Object target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",9.44390938877397,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,12631
"36","103","Object target","cleft subject perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.25035895147729,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,0.5,0.5,3829
"36","15","Subject target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",9.01845321031253,FALSE,"SVO active",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,0.5,0.5,8254
"36","119","Object target","neg perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.01135510916129,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,-0.5,0.5,3015
"36","95","Object target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.37355374121463,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,4331
"36","18","Subject target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.31262602567496,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,4075
"36","116","Object target","perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.22871079879369,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,-0.5,0.5,3747
"36","6","Subject target","perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.45126704130007,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,4681
"36","93","Object target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",9.18420171436649,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,9742
"36","90","Object target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",7.92008319905323,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,2752
"36","65","Object target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.86389860431748,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,0.5,0.5,0.5,0.5,7071.99999999999
"36","117","Object target","raising perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.19753873972118,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,-0.5,0.5,3632
"36","101","Object target","perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.4707303170059,TRUE,"SVO active",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,0.5,0.5,4773
"36","68","Object target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[obj]",7.89878235697031,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,2694
"36","106","Object target","perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.27103686579295,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,0.5,0.5,-0.5,0.5,3909
"36","16","Subject target","perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.2725706084249,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,3915
"36","100","Object target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.49902922078857,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,4910
"36","49","Subject target","neg perfect passive","Unseen","human","Don't mask blork","convergence","[subj]",8.47324130388705,TRUE,"OVS passive",NA,"Non-linear",NA,NA,-0.5,-0.5,0.5,-0.5,0.5,4785
"36","27","Subject target","raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.29254851397576,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,-0.5,0.5,3994
"36","24","Subject target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",9.07440609473535,TRUE,"SVO active",NA,"Non-linear",NA,NA,0.5,-0.5,0.5,0.5,0.5,8729
"36","80","Object target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",7.97487690055888,TRUE,"OVS passive",NA,"Non-linear",NA,NA,0.5,0.5,0.5,-0.5,0.5,2907
"37","6","Subject target","perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.30152165494073,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,4030
"37","72","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.26719218593215,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3894
"37","86","Object target","perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.10651451625519,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,3316
"37","60","Subject target","cleft subject raising perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.97891260107428,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,-0.5,0.5,-0.5,-0.5,7934
"37","39","Subject target","neg perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.9457235724554,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,7675
"37","37","Subject target","raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.14670905220332,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,3452
"37","82","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.15966073706338,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3497
"37","32","Subject target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.23774380389093,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,3781
"37","65","Object target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.28399930424853,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3960
"37","110","Object target","cleft subject raising perfect passive","Unseen","human","Don't mask blork","convergence","[subj]",8.3466420902212,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,0.5,0.5,-0.5,-0.5,4216
"37","11","Subject target","perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.7227428743294,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,6141
"37","36","Subject target","perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.05547514175727,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,3151
"37","106","Object target","perfect passive","Unseen","human","Don't mask blork","convergence","[subj]",8.40893960597598,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,0.5,0.5,-0.5,-0.5,4487
"37","18","Subject target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.15248607578024,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,3472
"37","30","Subject target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.6459381473068,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,5687
"37","83","Object target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",7.97728198675515,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,2914
"37","59","Subject target","neg perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.54071438645758,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,-0.5,0.5,-0.5,-0.5,5119
"37","78","Object target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.38890517111471,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,4398
"37","87","Object target","raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.19284713459287,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,3615
"37","20","Subject target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.13358741766097,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,3407
"37","94","Object target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.11969625295725,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3360
"37","23","Subject target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.36520683441836,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,4295
"37","2","Subject target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.23137604557397,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,3757
"37","24","Subject target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.3707791729607,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,4319
"37","101","Object target","perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.34521792667643,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,0.5,0.5,0.5,-0.5,4210
"37","62","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.23350314023399,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3765
"37","31","Subject target","perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.08394570229562,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,3242
"37","97","Object target","raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.30795254527102,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,4056
"37","13","Subject target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",7.94520113241276,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,2822
"37","16","Subject target","perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.24852912480022,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,3822
"37","98","Object target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.03657340970731,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,3092
"37","54","Subject target","neg perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.39321601159653,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,-0.5,0.5,0.5,-0.5,4417
"37","93","Object target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.18311807939475,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3580
"37","7","Subject target","raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.19007704971905,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,3605
"37","9","Subject target","neg perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.35467426191846,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,4250
"37","8","Subject target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[obj]",7.98139158158007,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,2926
"37","85","Object target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",7.87966991460429,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,2643
"37","57","Subject target","raising perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.10802122137675,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,-0.5,0.5,-0.5,-0.5,3321
"37","103","Object target","cleft subject perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.29679586577005,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,0.5,0.5,0.5,-0.5,4011
"37","67","Object target","raising perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.0507033814703,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,3136
"37","51","Subject target","perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.57979233317276,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,-0.5,0.5,0.5,-0.5,5323
"37","21","Subject target","perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",9.40640045488065,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,12166
"37","15","Subject target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.0179667034936,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,3035
"37","19","Subject target","neg perfect passive","Seen","human","Don't mask blork","convergence","[obj]",8.27995071572253,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,3944
"37","64","Object target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.22790983759748,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3744
"37","47","Subject target","raising perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.47428569040496,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,-0.5,0.5,-0.5,-0.5,4790
"37","25","Subject target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.65434302956347,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,5735
"37","113","Object target","cleft subject perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.20303024171486,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,0.5,0.5,0.5,-0.5,3652
"37","119","Object target","neg perfect passive","Unseen","human","Don't mask blork","convergence","[subj]",8.17385745477362,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,0.5,0.5,-0.5,-0.5,3547
"37","5","Subject target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.17919979842309,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,3566
"37","41","Subject target","perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.31458729131958,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,-0.5,0.5,0.5,-0.5,4083
"37","66","Object target","perfect passive","Seen","human","Don't mask blork","convergence","[subj]",7.9391588179568,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,2805
"37","40","Subject target","cleft subject raising perfect passive","Seen","human","Don't mask blork","convergence","[obj]",7.93451346388226,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,-0.5,0.5,-0.5,-0.5,2792
"37","22","Subject target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.64628976475065,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,5689
"37","63","Object target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.1086232683546,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3323
"37","91","Object target","perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.32457884513685,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,4124
"37","3","Subject target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",7.99967857949945,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,2980
"37","73","Object target","cleft subject perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.70450228972123,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,6030
"37","35","Subject target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.61068353450358,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,5490
"37","92","Object target","raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.58988587680968,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,5377
"37","58","Subject target","cleft subject perfect passive","Unseen","human","Don't mask blork","convergence","[obj]",8.06526520889773,FALSE,"OVS passive",NA,"Linear",NA,NA,-0.5,-0.5,0.5,-0.5,-0.5,3182
"37","81","Object target","perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.23217423638394,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3760
"37","102","Object target","raising perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.426611813185,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,0.5,0.5,0.5,-0.5,4567
"37","14","Subject target","neg perfect transitive","Seen","human","Don't mask blork","convergence","[subj]",8.06965530688617,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,-0.5,0.5,0.5,-0.5,3196
"37","95","Object target","cleft subject raising perfect transitive","Seen","human","Don't mask blork","convergence","[obj]",8.16990264735914,TRUE,"SVO active",NA,"Linear",NA,NA,0.5,0.5,0.5,0.5,-0.5,3533
"37","88","Object target","cleft subject perfect passive","Seen","human","Don't mask blork","convergence","[subj]",8.00903068506973,FALSE,"OVS passive",NA,"Linear",NA,NA,0.5,0.5,0.5,-0.5,-0.5,3008
"37","55","Subject target","cleft subject raising perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.05579245097777,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,-0.5,0.5,0.5,-0.5,3152
"37","44","Subject target","neg perfect transitive","Unseen","human","Don't mask blork","convergence","[subj]",8.28702502516506,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,-0.5,0.5,0.5,-0.5,3972
"37","112","Object target","raising perfect transitive","Unseen","human","Don't mask blork","convergence","[obj]",8.39931015075952,TRUE,"SVO active",NA,"Linear",NA,NA,-0.5,0.5,0.5,0.5,-0.5,4444
