"subject","item","adverb","voice.n","data_source.n","target_response.n","seen_in_training.n","correct"
2,1,1,0.5,0.5,-0.5,0.5,TRUE
2,2,2,0.5,0.5,-0.5,0.5,TRUE
2,3,3,0.5,0.5,-0.5,0.5,TRUE
2,4,4,0.5,0.5,-0.5,0.5,TRUE
2,5,1,0.5,0.5,-0.5,0.5,TRUE
2,6,2,-0.5,0.5,-0.5,0.5,TRUE
2,7,3,-0.5,0.5,-0.5,0.5,TRUE
2,8,4,-0.5,0.5,-0.5,0.5,TRUE
2,9,1,-0.5,0.5,-0.5,0.5,TRUE
2,10,2,-0.5,0.5,-0.5,0.5,TRUE
2,11,2,0.5,0.5,-0.5,0.5,TRUE
2,12,3,0.5,0.5,-0.5,0.5,TRUE
2,13,4,0.5,0.5,-0.5,0.5,TRUE
2,14,1,0.5,0.5,-0.5,0.5,TRUE
2,15,2,0.5,0.5,-0.5,0.5,TRUE
2,16,3,-0.5,0.5,-0.5,0.5,TRUE
2,17,4,-0.5,0.5,-0.5,0.5,TRUE
2,18,1,-0.5,0.5,-0.5,0.5,TRUE
2,19,2,-0.5,0.5,-0.5,0.5,TRUE
2,20,3,-0.5,0.5,-0.5,0.5,TRUE
2,21,3,0.5,0.5,-0.5,0.5,TRUE
2,22,4,0.5,0.5,-0.5,0.5,TRUE
2,23,1,0.5,0.5,-0.5,0.5,TRUE
2,24,2,0.5,0.5,-0.5,0.5,TRUE
2,25,3,0.5,0.5,-0.5,0.5,TRUE
2,26,4,-0.5,0.5,-0.5,0.5,TRUE
2,27,1,-0.5,0.5,-0.5,0.5,TRUE
2,28,2,-0.5,0.5,-0.5,0.5,TRUE
2,29,3,-0.5,0.5,-0.5,0.5,TRUE
2,30,4,-0.5,0.5,-0.5,0.5,TRUE
2,31,4,0.5,0.5,-0.5,0.5,TRUE
2,32,1,0.5,0.5,-0.5,0.5,TRUE
2,33,2,0.5,0.5,-0.5,0.5,TRUE
2,34,3,0.5,0.5,-0.5,0.5,TRUE
2,35,4,0.5,0.5,-0.5,0.5,TRUE
2,36,1,-0.5,0.5,-0.5,0.5,TRUE
2,37,2,-0.5,0.5,-0.5,0.5,FALSE
2,38,3,-0.5,0.5,-0.5,0.5,TRUE
2,39,4,-0.5,0.5,-0.5,0.5,TRUE
2,40,1,-0.5,0.5,-0.5,0.5,TRUE
2,41,1,0.5,0.5,-0.5,-0.5,TRUE
2,42,2,0.5,0.5,-0.5,-0.5,TRUE
2,43,3,0.5,0.5,-0.5,-0.5,TRUE
2,44,4,0.5,0.5,-0.5,-0.5,TRUE
2,45,1,0.5,0.5,-0.5,-0.5,TRUE
2,46,2,-0.5,0.5,-0.5,-0.5,TRUE
2,47,3,-0.5,0.5,-0.5,-0.5,TRUE
2,48,4,-0.5,0.5,-0.5,-0.5,TRUE
2,49,1,-0.5,0.5,-0.5,-0.5,TRUE
2,50,2,-0.5,0.5,-0.5,-0.5,TRUE
2,51,2,0.5,0.5,-0.5,-0.5,TRUE
2,52,3,0.5,0.5,-0.5,-0.5,TRUE
2,53,4,0.5,0.5,-0.5,-0.5,TRUE
2,54,1,0.5,0.5,-0.5,-0.5,TRUE
2,55,2,0.5,0.5,-0.5,-0.5,TRUE
2,56,3,-0.5,0.5,-0.5,-0.5,TRUE
2,57,4,-0.5,0.5,-0.5,-0.5,TRUE
2,58,1,-0.5,0.5,-0.5,-0.5,FALSE
2,59,2,-0.5,0.5,-0.5,-0.5,TRUE
2,60,3,-0.5,0.5,-0.5,-0.5,TRUE
2,61,3,0.5,0.5,0.5,0.5,TRUE
2,62,4,0.5,0.5,0.5,0.5,TRUE
2,63,1,0.5,0.5,0.5,0.5,TRUE
2,64,2,0.5,0.5,0.5,0.5,TRUE
2,65,3,0.5,0.5,0.5,0.5,TRUE
2,66,4,-0.5,0.5,0.5,0.5,TRUE
2,67,1,-0.5,0.5,0.5,0.5,TRUE
2,68,2,-0.5,0.5,0.5,0.5,TRUE
2,69,3,-0.5,0.5,0.5,0.5,TRUE
2,70,4,-0.5,0.5,0.5,0.5,TRUE
2,71,4,0.5,0.5,0.5,0.5,TRUE
2,72,1,0.5,0.5,0.5,0.5,TRUE
2,73,2,0.5,0.5,0.5,0.5,TRUE
2,74,3,0.5,0.5,0.5,0.5,TRUE
2,75,4,0.5,0.5,0.5,0.5,TRUE
2,76,1,-0.5,0.5,0.5,0.5,TRUE
2,77,2,-0.5,0.5,0.5,0.5,TRUE
2,78,3,-0.5,0.5,0.5,0.5,TRUE
2,79,4,-0.5,0.5,0.5,0.5,TRUE
2,80,1,-0.5,0.5,0.5,0.5,TRUE
2,81,1,0.5,0.5,0.5,0.5,TRUE
2,82,2,0.5,0.5,0.5,0.5,TRUE
2,83,3,0.5,0.5,0.5,0.5,TRUE
2,84,4,0.5,0.5,0.5,0.5,TRUE
2,85,1,0.5,0.5,0.5,0.5,TRUE
2,86,2,-0.5,0.5,0.5,0.5,FALSE
2,87,3,-0.5,0.5,0.5,0.5,TRUE
2,88,4,-0.5,0.5,0.5,0.5,TRUE
2,89,1,-0.5,0.5,0.5,0.5,TRUE
2,90,2,-0.5,0.5,0.5,0.5,TRUE
2,91,2,0.5,0.5,0.5,0.5,TRUE
2,92,3,0.5,0.5,0.5,0.5,TRUE
2,93,4,0.5,0.5,0.5,0.5,TRUE
2,94,1,0.5,0.5,0.5,0.5,TRUE
2,95,2,0.5,0.5,0.5,0.5,TRUE
2,96,3,-0.5,0.5,0.5,0.5,TRUE
2,97,4,-0.5,0.5,0.5,0.5,TRUE
2,98,1,-0.5,0.5,0.5,0.5,TRUE
2,99,2,-0.5,0.5,0.5,0.5,TRUE
2,100,3,-0.5,0.5,0.5,0.5,TRUE
2,101,3,0.5,0.5,0.5,-0.5,TRUE
2,102,4,0.5,0.5,0.5,-0.5,TRUE
2,103,1,0.5,0.5,0.5,-0.5,TRUE
2,104,2,0.5,0.5,0.5,-0.5,TRUE
2,105,3,0.5,0.5,0.5,-0.5,TRUE
2,106,4,-0.5,0.5,0.5,-0.5,TRUE
2,107,1,-0.5,0.5,0.5,-0.5,TRUE
2,108,2,-0.5,0.5,0.5,-0.5,TRUE
2,109,3,-0.5,0.5,0.5,-0.5,TRUE
2,110,4,-0.5,0.5,0.5,-0.5,TRUE
2,111,4,0.5,0.5,0.5,-0.5,TRUE
2,112,1,0.5,0.5,0.5,-0.5,TRUE
2,113,2,0.5,0.5,0.5,-0.5,TRUE
2,114,3,0.5,0.5,0.5,-0.5,TRUE
2,115,4,0.5,0.5,0.5,-0.5,TRUE
2,116,1,-0.5,0.5,0.5,-0.5,TRUE
2,117,2,-0.5,0.5,0.5,-0.5,FALSE
2,118,3,-0.5,0.5,0.5,-0.5,TRUE
2,119,4,-0.5,0.5,0.5,-0.5,TRUE
2,120,1,-0.5,0.5,0.5,-0.5,TRUE
3,1,1,0.5,0.5,-0.5,0.5,TRUE
3,2,2,0.5,0.5,-0.5,0.5,TRUE
3,3,3,0.5,0.5,-0.5,0.5,TRUE
3,4,4,0.5,0.5,-0.5,0.5,TRUE
3,5,1,0.5,0.5,-0.5,0.5,TRUE
3,6,2,-0.5,0.5,-0.5,0.5,TRUE
3,7,3,-0.5,0.5,-0.5,0.5,TRUE
3,8,4,-0.5,0.5,-0.5,0.5,FALSE
3,9,1,-0.5,0.5,-0.5,0.5,TRUE
3,10,2,-0.5,0.5,-0.5,0.5,TRUE
3,11,2,0.5,0.5,-0.5,0.5,TRUE
3,12,3,0.5,0.5,-0.5,0.5,TRUE
3,13,4,0.5,0.5,-0.5,0.5,TRUE
3,14,1,0.5,0.5,-0.5,0.5,TRUE
3,15,2,0.5,0.5,-0.5,0.5,TRUE
3,16,3,-0.5,0.5,-0.5,0.5,TRUE
3,17,4,-0.5,0.5,-0.5,0.5,TRUE
3,18,1,-0.5,0.5,-0.5,0.5,TRUE
3,19,2,-0.5,0.5,-0.5,0.5,TRUE
3,20,3,-0.5,0.5,-0.5,0.5,TRUE
3,21,3,0.5,0.5,-0.5,0.5,TRUE
3,22,4,0.5,0.5,-0.5,0.5,TRUE
3,23,1,0.5,0.5,-0.5,0.5,TRUE
3,24,2,0.5,0.5,-0.5,0.5,TRUE
3,25,3,0.5,0.5,-0.5,0.5,TRUE
3,26,4,-0.5,0.5,-0.5,0.5,TRUE
3,27,1,-0.5,0.5,-0.5,0.5,TRUE
3,28,2,-0.5,0.5,-0.5,0.5,TRUE
3,29,3,-0.5,0.5,-0.5,0.5,TRUE
3,30,4,-0.5,0.5,-0.5,0.5,TRUE
3,31,4,0.5,0.5,-0.5,0.5,TRUE
3,32,1,0.5,0.5,-0.5,0.5,TRUE
3,33,2,0.5,0.5,-0.5,0.5,TRUE
3,34,3,0.5,0.5,-0.5,0.5,TRUE
3,35,4,0.5,0.5,-0.5,0.5,TRUE
3,36,1,-0.5,0.5,-0.5,0.5,TRUE
3,37,2,-0.5,0.5,-0.5,0.5,TRUE
3,38,3,-0.5,0.5,-0.5,0.5,TRUE
3,39,4,-0.5,0.5,-0.5,0.5,TRUE
3,40,1,-0.5,0.5,-0.5,0.5,TRUE
3,41,1,0.5,0.5,-0.5,-0.5,TRUE
3,42,2,0.5,0.5,-0.5,-0.5,TRUE
3,43,3,0.5,0.5,-0.5,-0.5,TRUE
3,44,4,0.5,0.5,-0.5,-0.5,TRUE
3,45,1,0.5,0.5,-0.5,-0.5,TRUE
3,46,2,-0.5,0.5,-0.5,-0.5,TRUE
3,47,3,-0.5,0.5,-0.5,-0.5,TRUE
3,48,4,-0.5,0.5,-0.5,-0.5,TRUE
3,49,1,-0.5,0.5,-0.5,-0.5,FALSE
3,50,2,-0.5,0.5,-0.5,-0.5,TRUE
3,51,2,0.5,0.5,-0.5,-0.5,TRUE
3,52,3,0.5,0.5,-0.5,-0.5,TRUE
3,53,4,0.5,0.5,-0.5,-0.5,TRUE
3,54,1,0.5,0.5,-0.5,-0.5,TRUE
3,55,2,0.5,0.5,-0.5,-0.5,TRUE
3,56,3,-0.5,0.5,-0.5,-0.5,TRUE
3,57,4,-0.5,0.5,-0.5,-0.5,TRUE
3,58,1,-0.5,0.5,-0.5,-0.5,FALSE
3,59,2,-0.5,0.5,-0.5,-0.5,TRUE
3,60,3,-0.5,0.5,-0.5,-0.5,TRUE
3,61,3,0.5,0.5,0.5,0.5,TRUE
3,62,4,0.5,0.5,0.5,0.5,TRUE
3,63,1,0.5,0.5,0.5,0.5,TRUE
3,64,2,0.5,0.5,0.5,0.5,TRUE
3,65,3,0.5,0.5,0.5,0.5,TRUE
3,66,4,-0.5,0.5,0.5,0.5,FALSE
3,67,1,-0.5,0.5,0.5,0.5,TRUE
3,68,2,-0.5,0.5,0.5,0.5,TRUE
3,69,3,-0.5,0.5,0.5,0.5,TRUE
3,70,4,-0.5,0.5,0.5,0.5,TRUE
3,71,4,0.5,0.5,0.5,0.5,TRUE
3,72,1,0.5,0.5,0.5,0.5,TRUE
3,73,2,0.5,0.5,0.5,0.5,TRUE
3,74,3,0.5,0.5,0.5,0.5,TRUE
3,75,4,0.5,0.5,0.5,0.5,TRUE
3,76,1,-0.5,0.5,0.5,0.5,TRUE
3,77,2,-0.5,0.5,0.5,0.5,TRUE
3,78,3,-0.5,0.5,0.5,0.5,TRUE
3,79,4,-0.5,0.5,0.5,0.5,TRUE
3,80,1,-0.5,0.5,0.5,0.5,TRUE
3,81,1,0.5,0.5,0.5,0.5,TRUE
3,82,2,0.5,0.5,0.5,0.5,TRUE
3,83,3,0.5,0.5,0.5,0.5,TRUE
3,84,4,0.5,0.5,0.5,0.5,TRUE
3,85,1,0.5,0.5,0.5,0.5,TRUE
3,86,2,-0.5,0.5,0.5,0.5,FALSE
3,87,3,-0.5,0.5,0.5,0.5,TRUE
3,88,4,-0.5,0.5,0.5,0.5,TRUE
3,89,1,-0.5,0.5,0.5,0.5,TRUE
3,90,2,-0.5,0.5,0.5,0.5,TRUE
3,91,2,0.5,0.5,0.5,0.5,TRUE
3,92,3,0.5,0.5,0.5,0.5,TRUE
3,93,4,0.5,0.5,0.5,0.5,TRUE
3,94,1,0.5,0.5,0.5,0.5,TRUE
3,95,2,0.5,0.5,0.5,0.5,TRUE
3,96,3,-0.5,0.5,0.5,0.5,TRUE
3,97,4,-0.5,0.5,0.5,0.5,TRUE
3,98,1,-0.5,0.5,0.5,0.5,TRUE
3,99,2,-0.5,0.5,0.5,0.5,TRUE
3,100,3,-0.5,0.5,0.5,0.5,TRUE
3,101,3,0.5,0.5,0.5,-0.5,TRUE
3,102,4,0.5,0.5,0.5,-0.5,TRUE
3,103,1,0.5,0.5,0.5,-0.5,TRUE
3,104,2,0.5,0.5,0.5,-0.5,TRUE
3,105,3,0.5,0.5,0.5,-0.5,TRUE
3,106,4,-0.5,0.5,0.5,-0.5,TRUE
3,107,1,-0.5,0.5,0.5,-0.5,TRUE
3,108,2,-0.5,0.5,0.5,-0.5,TRUE
3,109,3,-0.5,0.5,0.5,-0.5,TRUE
3,110,4,-0.5,0.5,0.5,-0.5,TRUE
3,111,4,0.5,0.5,0.5,-0.5,TRUE
3,112,1,0.5,0.5,0.5,-0.5,TRUE
3,113,2,0.5,0.5,0.5,-0.5,TRUE
3,114,3,0.5,0.5,0.5,-0.5,TRUE
3,115,4,0.5,0.5,0.5,-0.5,TRUE
3,116,1,-0.5,0.5,0.5,-0.5,TRUE
3,117,2,-0.5,0.5,0.5,-0.5,FALSE
3,118,3,-0.5,0.5,0.5,-0.5,TRUE
3,119,4,-0.5,0.5,0.5,-0.5,TRUE
3,120,1,-0.5,0.5,0.5,-0.5,TRUE
4,1,1,0.5,0.5,-0.5,0.5,TRUE
4,2,2,0.5,0.5,-0.5,0.5,TRUE
4,3,3,0.5,0.5,-0.5,0.5,TRUE
4,4,4,0.5,0.5,-0.5,0.5,TRUE
4,5,1,0.5,0.5,-0.5,0.5,TRUE
4,6,2,-0.5,0.5,-0.5,0.5,TRUE
4,7,3,-0.5,0.5,-0.5,0.5,TRUE
4,8,4,-0.5,0.5,-0.5,0.5,TRUE
4,9,1,-0.5,0.5,-0.5,0.5,TRUE
4,10,2,-0.5,0.5,-0.5,0.5,TRUE
4,11,2,0.5,0.5,-0.5,0.5,TRUE
4,12,3,0.5,0.5,-0.5,0.5,TRUE
4,13,4,0.5,0.5,-0.5,0.5,TRUE
4,14,1,0.5,0.5,-0.5,0.5,TRUE
4,15,2,0.5,0.5,-0.5,0.5,TRUE
4,16,3,-0.5,0.5,-0.5,0.5,TRUE
4,17,4,-0.5,0.5,-0.5,0.5,TRUE
4,18,1,-0.5,0.5,-0.5,0.5,TRUE
4,19,2,-0.5,0.5,-0.5,0.5,TRUE
4,20,3,-0.5,0.5,-0.5,0.5,TRUE
4,21,3,0.5,0.5,-0.5,0.5,TRUE
4,22,4,0.5,0.5,-0.5,0.5,TRUE
4,23,1,0.5,0.5,-0.5,0.5,TRUE
4,24,2,0.5,0.5,-0.5,0.5,TRUE
4,25,3,0.5,0.5,-0.5,0.5,TRUE
4,26,4,-0.5,0.5,-0.5,0.5,TRUE
4,27,1,-0.5,0.5,-0.5,0.5,TRUE
4,28,2,-0.5,0.5,-0.5,0.5,TRUE
4,29,3,-0.5,0.5,-0.5,0.5,TRUE
4,30,4,-0.5,0.5,-0.5,0.5,TRUE
4,31,4,0.5,0.5,-0.5,0.5,TRUE
4,32,1,0.5,0.5,-0.5,0.5,TRUE
4,33,2,0.5,0.5,-0.5,0.5,TRUE
4,34,3,0.5,0.5,-0.5,0.5,TRUE
4,35,4,0.5,0.5,-0.5,0.5,TRUE
4,36,1,-0.5,0.5,-0.5,0.5,TRUE
4,37,2,-0.5,0.5,-0.5,0.5,TRUE
4,38,3,-0.5,0.5,-0.5,0.5,TRUE
4,39,4,-0.5,0.5,-0.5,0.5,TRUE
4,40,1,-0.5,0.5,-0.5,0.5,TRUE
4,41,1,0.5,0.5,-0.5,-0.5,TRUE
4,42,2,0.5,0.5,-0.5,-0.5,TRUE
4,43,3,0.5,0.5,-0.5,-0.5,TRUE
4,44,4,0.5,0.5,-0.5,-0.5,TRUE
4,45,1,0.5,0.5,-0.5,-0.5,TRUE
4,46,2,-0.5,0.5,-0.5,-0.5,TRUE
4,47,3,-0.5,0.5,-0.5,-0.5,TRUE
4,48,4,-0.5,0.5,-0.5,-0.5,TRUE
4,49,1,-0.5,0.5,-0.5,-0.5,TRUE
4,50,2,-0.5,0.5,-0.5,-0.5,TRUE
4,51,2,0.5,0.5,-0.5,-0.5,TRUE
4,52,3,0.5,0.5,-0.5,-0.5,TRUE
4,53,4,0.5,0.5,-0.5,-0.5,TRUE
4,54,1,0.5,0.5,-0.5,-0.5,TRUE
4,55,2,0.5,0.5,-0.5,-0.5,TRUE
4,56,3,-0.5,0.5,-0.5,-0.5,TRUE
4,57,4,-0.5,0.5,-0.5,-0.5,TRUE
4,58,1,-0.5,0.5,-0.5,-0.5,TRUE
4,59,2,-0.5,0.5,-0.5,-0.5,TRUE
4,60,3,-0.5,0.5,-0.5,-0.5,TRUE
4,61,3,0.5,0.5,0.5,0.5,TRUE
4,62,4,0.5,0.5,0.5,0.5,TRUE
4,63,1,0.5,0.5,0.5,0.5,TRUE
4,64,2,0.5,0.5,0.5,0.5,TRUE
4,65,3,0.5,0.5,0.5,0.5,TRUE
4,66,4,-0.5,0.5,0.5,0.5,TRUE
4,67,1,-0.5,0.5,0.5,0.5,TRUE
4,68,2,-0.5,0.5,0.5,0.5,TRUE
4,69,3,-0.5,0.5,0.5,0.5,TRUE
4,70,4,-0.5,0.5,0.5,0.5,TRUE
4,71,4,0.5,0.5,0.5,0.5,TRUE
4,72,1,0.5,0.5,0.5,0.5,TRUE
4,73,2,0.5,0.5,0.5,0.5,TRUE
4,74,3,0.5,0.5,0.5,0.5,TRUE
4,75,4,0.5,0.5,0.5,0.5,TRUE
4,76,1,-0.5,0.5,0.5,0.5,TRUE
4,77,2,-0.5,0.5,0.5,0.5,TRUE
4,78,3,-0.5,0.5,0.5,0.5,TRUE
4,79,4,-0.5,0.5,0.5,0.5,TRUE
4,80,1,-0.5,0.5,0.5,0.5,TRUE
4,81,1,0.5,0.5,0.5,0.5,TRUE
4,82,2,0.5,0.5,0.5,0.5,TRUE
4,83,3,0.5,0.5,0.5,0.5,TRUE
4,84,4,0.5,0.5,0.5,0.5,TRUE
4,85,1,0.5,0.5,0.5,0.5,TRUE
4,86,2,-0.5,0.5,0.5,0.5,TRUE
4,87,3,-0.5,0.5,0.5,0.5,TRUE
4,88,4,-0.5,0.5,0.5,0.5,TRUE
4,89,1,-0.5,0.5,0.5,0.5,TRUE
4,90,2,-0.5,0.5,0.5,0.5,TRUE
4,91,2,0.5,0.5,0.5,0.5,TRUE
4,92,3,0.5,0.5,0.5,0.5,TRUE
4,93,4,0.5,0.5,0.5,0.5,TRUE
4,94,1,0.5,0.5,0.5,0.5,TRUE
4,95,2,0.5,0.5,0.5,0.5,TRUE
4,96,3,-0.5,0.5,0.5,0.5,TRUE
4,97,4,-0.5,0.5,0.5,0.5,TRUE
4,98,1,-0.5,0.5,0.5,0.5,TRUE
4,99,2,-0.5,0.5,0.5,0.5,TRUE
4,100,3,-0.5,0.5,0.5,0.5,TRUE
4,101,3,0.5,0.5,0.5,-0.5,TRUE
4,102,4,0.5,0.5,0.5,-0.5,TRUE
4,103,1,0.5,0.5,0.5,-0.5,TRUE
4,104,2,0.5,0.5,0.5,-0.5,TRUE
4,105,3,0.5,0.5,0.5,-0.5,TRUE
4,106,4,-0.5,0.5,0.5,-0.5,TRUE
4,107,1,-0.5,0.5,0.5,-0.5,TRUE
4,108,2,-0.5,0.5,0.5,-0.5,TRUE
4,109,3,-0.5,0.5,0.5,-0.5,TRUE
4,110,4,-0.5,0.5,0.5,-0.5,TRUE
4,111,4,0.5,0.5,0.5,-0.5,TRUE
4,112,1,0.5,0.5,0.5,-0.5,TRUE
4,113,2,0.5,0.5,0.5,-0.5,TRUE
4,114,3,0.5,0.5,0.5,-0.5,TRUE
4,115,4,0.5,0.5,0.5,-0.5,TRUE
4,116,1,-0.5,0.5,0.5,-0.5,TRUE
4,117,2,-0.5,0.5,0.5,-0.5,TRUE
4,118,3,-0.5,0.5,0.5,-0.5,TRUE
4,119,4,-0.5,0.5,0.5,-0.5,TRUE
4,120,1,-0.5,0.5,0.5,-0.5,TRUE
6,1,1,0.5,0.5,-0.5,0.5,TRUE
6,2,2,0.5,0.5,-0.5,0.5,TRUE
6,3,3,0.5,0.5,-0.5,0.5,TRUE
6,4,4,0.5,0.5,-0.5,0.5,TRUE
6,5,1,0.5,0.5,-0.5,0.5,TRUE
6,6,2,-0.5,0.5,-0.5,0.5,TRUE
6,7,3,-0.5,0.5,-0.5,0.5,TRUE
6,8,4,-0.5,0.5,-0.5,0.5,TRUE
6,9,1,-0.5,0.5,-0.5,0.5,TRUE
6,10,2,-0.5,0.5,-0.5,0.5,TRUE
6,11,2,0.5,0.5,-0.5,0.5,TRUE
6,12,3,0.5,0.5,-0.5,0.5,TRUE
6,13,4,0.5,0.5,-0.5,0.5,TRUE
6,14,1,0.5,0.5,-0.5,0.5,TRUE
6,15,2,0.5,0.5,-0.5,0.5,TRUE
6,16,3,-0.5,0.5,-0.5,0.5,TRUE
6,17,4,-0.5,0.5,-0.5,0.5,TRUE
6,18,1,-0.5,0.5,-0.5,0.5,TRUE
6,19,2,-0.5,0.5,-0.5,0.5,TRUE
6,20,3,-0.5,0.5,-0.5,0.5,TRUE
6,21,3,0.5,0.5,-0.5,0.5,TRUE
6,22,4,0.5,0.5,-0.5,0.5,TRUE
6,23,1,0.5,0.5,-0.5,0.5,TRUE
6,24,2,0.5,0.5,-0.5,0.5,TRUE
6,25,3,0.5,0.5,-0.5,0.5,TRUE
6,26,4,-0.5,0.5,-0.5,0.5,TRUE
6,27,1,-0.5,0.5,-0.5,0.5,TRUE
6,28,2,-0.5,0.5,-0.5,0.5,TRUE
6,29,3,-0.5,0.5,-0.5,0.5,TRUE
6,30,4,-0.5,0.5,-0.5,0.5,TRUE
6,31,4,0.5,0.5,-0.5,0.5,TRUE
6,32,1,0.5,0.5,-0.5,0.5,TRUE
6,33,2,0.5,0.5,-0.5,0.5,TRUE
6,34,3,0.5,0.5,-0.5,0.5,TRUE
6,35,4,0.5,0.5,-0.5,0.5,TRUE
6,36,1,-0.5,0.5,-0.5,0.5,TRUE
6,37,2,-0.5,0.5,-0.5,0.5,TRUE
6,38,3,-0.5,0.5,-0.5,0.5,TRUE
6,39,4,-0.5,0.5,-0.5,0.5,TRUE
6,40,1,-0.5,0.5,-0.5,0.5,TRUE
6,41,1,0.5,0.5,-0.5,-0.5,TRUE
6,42,2,0.5,0.5,-0.5,-0.5,TRUE
6,43,3,0.5,0.5,-0.5,-0.5,TRUE
6,44,4,0.5,0.5,-0.5,-0.5,TRUE
6,45,1,0.5,0.5,-0.5,-0.5,TRUE
6,46,2,-0.5,0.5,-0.5,-0.5,TRUE
6,47,3,-0.5,0.5,-0.5,-0.5,TRUE
6,48,4,-0.5,0.5,-0.5,-0.5,TRUE
6,49,1,-0.5,0.5,-0.5,-0.5,TRUE
6,50,2,-0.5,0.5,-0.5,-0.5,TRUE
6,51,2,0.5,0.5,-0.5,-0.5,TRUE
6,52,3,0.5,0.5,-0.5,-0.5,TRUE
6,53,4,0.5,0.5,-0.5,-0.5,TRUE
6,54,1,0.5,0.5,-0.5,-0.5,TRUE
6,55,2,0.5,0.5,-0.5,-0.5,TRUE
6,56,3,-0.5,0.5,-0.5,-0.5,TRUE
6,57,4,-0.5,0.5,-0.5,-0.5,TRUE
6,58,1,-0.5,0.5,-0.5,-0.5,TRUE
6,59,2,-0.5,0.5,-0.5,-0.5,TRUE
6,60,3,-0.5,0.5,-0.5,-0.5,TRUE
6,61,3,0.5,0.5,0.5,0.5,TRUE
6,62,4,0.5,0.5,0.5,0.5,TRUE
6,63,1,0.5,0.5,0.5,0.5,TRUE
6,64,2,0.5,0.5,0.5,0.5,TRUE
6,65,3,0.5,0.5,0.5,0.5,TRUE
6,66,4,-0.5,0.5,0.5,0.5,TRUE
6,67,1,-0.5,0.5,0.5,0.5,TRUE
6,68,2,-0.5,0.5,0.5,0.5,TRUE
6,69,3,-0.5,0.5,0.5,0.5,TRUE
6,70,4,-0.5,0.5,0.5,0.5,TRUE
6,71,4,0.5,0.5,0.5,0.5,TRUE
6,72,1,0.5,0.5,0.5,0.5,TRUE
6,73,2,0.5,0.5,0.5,0.5,TRUE
6,74,3,0.5,0.5,0.5,0.5,TRUE
6,75,4,0.5,0.5,0.5,0.5,TRUE
6,76,1,-0.5,0.5,0.5,0.5,TRUE
6,77,2,-0.5,0.5,0.5,0.5,TRUE
6,78,3,-0.5,0.5,0.5,0.5,TRUE
6,79,4,-0.5,0.5,0.5,0.5,TRUE
6,80,1,-0.5,0.5,0.5,0.5,TRUE
6,81,1,0.5,0.5,0.5,0.5,TRUE
6,82,2,0.5,0.5,0.5,0.5,TRUE
6,83,3,0.5,0.5,0.5,0.5,TRUE
6,84,4,0.5,0.5,0.5,0.5,TRUE
6,85,1,0.5,0.5,0.5,0.5,TRUE
6,86,2,-0.5,0.5,0.5,0.5,TRUE
6,87,3,-0.5,0.5,0.5,0.5,TRUE
6,88,4,-0.5,0.5,0.5,0.5,TRUE
6,89,1,-0.5,0.5,0.5,0.5,TRUE
6,90,2,-0.5,0.5,0.5,0.5,TRUE
6,91,2,0.5,0.5,0.5,0.5,TRUE
6,92,3,0.5,0.5,0.5,0.5,TRUE
6,93,4,0.5,0.5,0.5,0.5,TRUE
6,94,1,0.5,0.5,0.5,0.5,TRUE
6,95,2,0.5,0.5,0.5,0.5,TRUE
6,96,3,-0.5,0.5,0.5,0.5,TRUE
6,97,4,-0.5,0.5,0.5,0.5,TRUE
6,98,1,-0.5,0.5,0.5,0.5,TRUE
6,99,2,-0.5,0.5,0.5,0.5,TRUE
6,100,3,-0.5,0.5,0.5,0.5,TRUE
6,101,3,0.5,0.5,0.5,-0.5,TRUE
6,102,4,0.5,0.5,0.5,-0.5,TRUE
6,103,1,0.5,0.5,0.5,-0.5,TRUE
6,104,2,0.5,0.5,0.5,-0.5,TRUE
6,105,3,0.5,0.5,0.5,-0.5,TRUE
6,106,4,-0.5,0.5,0.5,-0.5,TRUE
6,107,1,-0.5,0.5,0.5,-0.5,TRUE
6,108,2,-0.5,0.5,0.5,-0.5,TRUE
6,109,3,-0.5,0.5,0.5,-0.5,TRUE
6,110,4,-0.5,0.5,0.5,-0.5,TRUE
6,111,4,0.5,0.5,0.5,-0.5,TRUE
6,112,1,0.5,0.5,0.5,-0.5,TRUE
6,113,2,0.5,0.5,0.5,-0.5,TRUE
6,114,3,0.5,0.5,0.5,-0.5,TRUE
6,115,4,0.5,0.5,0.5,-0.5,TRUE
6,116,1,-0.5,0.5,0.5,-0.5,TRUE
6,117,2,-0.5,0.5,0.5,-0.5,TRUE
6,118,3,-0.5,0.5,0.5,-0.5,TRUE
6,119,4,-0.5,0.5,0.5,-0.5,TRUE
6,120,1,-0.5,0.5,0.5,-0.5,TRUE
7,1,1,0.5,-0.5,-0.5,0.5,TRUE
7,1,2,0.5,-0.5,-0.5,0.5,TRUE
7,1,3,0.5,-0.5,-0.5,0.5,TRUE
7,1,4,0.5,-0.5,-0.5,0.5,TRUE
7,2,1,0.5,-0.5,-0.5,0.5,TRUE
7,2,2,0.5,-0.5,-0.5,0.5,TRUE
7,2,3,0.5,-0.5,-0.5,0.5,TRUE
7,2,4,0.5,-0.5,-0.5,0.5,TRUE
7,3,1,0.5,-0.5,-0.5,0.5,TRUE
7,3,2,0.5,-0.5,-0.5,0.5,TRUE
7,3,3,0.5,-0.5,-0.5,0.5,TRUE
7,3,4,0.5,-0.5,-0.5,0.5,TRUE
