"subject","item","target_response","adverb","seen_in_training","data_source","response","log.RT","correct","voice","mask_added_tokens","stop_at","linear","seen_in_training.n","target_response.n","data_source.n","voice.n","linear.n"
"163","80","Object target","usually","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","81","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","81","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","81","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","81","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","82","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","82","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","82","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","82","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","83","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","83","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","83","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","83","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","84","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","84","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","84","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","84","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","85","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","85","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","85","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","85","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","86","Object target","always","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","86","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","86","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","86","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","87","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","87","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","87","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","87","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","88","Object target","always","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","88","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","88","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","88","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","89","Object target","always","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","89","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","89","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","89","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","90","Object target","always","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","90","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","90","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","90","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","91","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","91","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","91","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","91","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","92","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","92","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","92","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","92","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","93","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","93","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","93","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","93","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","94","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","94","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","94","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","94","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","95","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","95","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","95","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","95","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"163","96","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","96","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","96","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","96","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","97","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","97","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","97","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","97","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","98","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","98","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","98","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","98","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","99","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","99","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","99","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","99","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","100","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","100","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","100","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","100","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"163","101","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","101","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","101","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","101","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","102","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","102","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","102","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","102","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","103","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","103","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","103","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","103","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","104","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","104","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","104","Object target","typically","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","104","Object target","usually","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","105","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","105","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","105","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","105","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","106","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","106","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","106","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","106","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","107","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","107","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","107","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","107","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","108","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","108","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","108","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","108","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","109","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","109","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","109","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","109","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","110","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","110","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","110","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","110","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","111","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","111","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","111","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","111","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","112","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","112","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","112","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","112","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","113","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","113","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","113","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","113","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","114","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","114","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","114","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","114","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","115","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","115","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","115","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","115","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"163","116","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","116","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","116","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","116","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","117","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","117","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","117","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","117","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","118","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","118","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","118","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","118","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","119","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","119","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","119","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","119","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","120","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","120","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","120","Object target","typically","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"163","120","Object target","usually","Unseen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"164","1","Subject target","always","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","1","Subject target","often","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","1","Subject target","typically","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","1","Subject target","usually","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","2","Subject target","always","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","2","Subject target","often","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","2","Subject target","typically","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","2","Subject target","usually","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","3","Subject target","always","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","3","Subject target","often","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","3","Subject target","typically","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","3","Subject target","usually","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","4","Subject target","always","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"164","4","Subject target","often","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
